frame,head_x,head_y,head_z,right_x,right_y,right_z,raw_x,raw_y,raw_z
1843,0.08858759854496233,-0.08265553875720406,1.123436501982943,0.46322712463346966,-0.3825158878872649,0.16840023551031608,0.5516053438186646,-0.45450642704963684,1.0273230075836182
1844,0.08858759854496233,-0.08265553875720406,1.123436501982943,0.46322712463346966,-0.3825158878872649,0.16840023551031608,0.5516053438186646,-0.45450642704963684,1.0273230075836182
1845,0.07288959617291418,-0.09682978168966158,1.1241680217101533,0.46011465729834233,-0.38706807639001256,0.1675722289185238,0.5349434018135071,-0.4702377915382385,1.0259259939193726
1846,0.07288959617291418,-0.09682978168966158,1.1241680217101533,0.46011465729834233,-0.38706807639001256,0.1675722289185238,0.5349434018135071,-0.4702377915382385,1.0259259939193726
1847,0.048470459195379144,-0.11030102403978659,1.1283889120658797,0.4704337529819836,-0.36825606334699296,0.1673414852089566,0.513518214225769,-0.47486165165901184,1.0345104932785034
1848,0.04661125837959562,-0.11068734037268765,1.1285509163524152,0.4698959890830107,-0.36717036603580144,0.1678577506127648,0.5114042162895203,-0.47399866580963135,1.035697102546692
1849,0.04216284502053268,-0.11165457249275691,1.1285892151795875,0.47204446070438727,-0.36437527195259617,0.16988552021212017,0.5085310935974121,-0.4730386734008789,1.0369137525558472
1850,0.040751928910453684,-0.11189564971709647,1.1283342234829266,0.46923075164883904,-0.3646136010256936,0.17116454473328419,0.5043738484382629,-0.47373640537261963,1.0384563207626343
1851,0.03929479720174921,-0.11218236139589799,1.1280545805554896,0.46876001248020616,-0.3657310431447178,0.17224833123213262,0.5027402639389038,-0.47483330965042114,1.038791537284851
1852,0.03780175583781932,-0.11225453266211752,1.12799697166474,0.4693276072680804,-0.36689211353333173,0.17334350791745307,0.5027402639389038,-0.47483330965042114,1.038791537284851
1853,0.03604276753868064,-0.11244091490283445,1.1280577590915635,0.46828330874289914,-0.3676582600100223,0.17277590592400244,0.5008559823036194,-0.4746001660823822,1.038657784461975
1854,0.03399356298116367,-0.11243777918405547,1.1278646525978728,0.46806981988879226,-0.36835573152615175,0.1724723294715605,0.4995408356189728,-0.4742238521575928,1.0389283895492554
1855,0.03203099672156358,-0.11256593969932745,1.1273218639422393,0.4686842505098475,-0.36994807629969295,0.17452864447812205,0.4995408356189728,-0.4742238521575928,1.0389283895492554
1856,0.0301068707003716,-0.11260753703310947,1.126900003761855,0.4666985772447272,-0.3705359319147786,0.176700276279189,0.496939092874527,-0.4731854796409607,1.0391587018966675
1857,0.028164708753022846,-0.11272092183597417,1.1262821244318448,0.4660326047144699,-0.37211133943421026,0.17891677793875954,0.4959088861942291,-0.47285225987434387,1.0389978885650635
1858,0.026155001755490376,-0.11283393748360203,1.1258226752260483,0.4668368869798627,-0.37360185488515935,0.18252322475345523,0.4959088861942291,-0.47285225987434387,1.0389978885650635
1859,0.024237689882780522,-0.11281035696159933,1.125627959252564,0.46656773749448566,-0.3738554956973005,0.18329128418804924,0.49464353919029236,-0.4719224274158478,1.0390865802764893
1860,0.022058836738912672,-0.11281185557482575,1.125227606065404,0.4644036319099928,-0.37177434366472706,0.18509283243597935,0.4912727475166321,-0.4685247838497162,1.03911292552948
1861,0.020306804184489134,-0.11261004220618269,1.1254281625549283,0.46455934880199756,-0.37117939462129623,0.18449966080544483,0.4899352788925171,-0.4672793447971344,1.0388916730880737
1862,0.018096766460000954,-0.11264257555156498,1.1255881933570462,0.46558759057555676,-0.37257763147216477,0.1818558409009386,0.4899352788925171,-0.4672793447971344,1.0388916730880737
1863,0.015690671117031985,-0.1126918478898433,1.1252214966116592,0.46530056185639934,-0.3723497513788182,0.1824990713190205,0.48841604590415955,-0.46551209688186646,1.0385968685150146
1864,0.013559652065022632,-0.11254772604534308,1.1250764080008897,0.46516571933746925,-0.37234160962131135,0.1828555786269906,0.48707687854766846,-0.4639015197753906,1.0376503467559814
1865,0.011838515936172429,-0.1125189356156296,1.124778604770412,0.4647772878123627,-0.3719341277798732,0.18165748741568827,0.48553183674812317,-0.4621187448501587,1.0348676443099976
1866,0.009558098997077123,-0.11254095547886145,1.1241702595021057,0.46467653629642225,-0.3724632268341128,0.18364144796750442,0.48427313566207886,-0.4609963595867157,1.0339194536209106
1867,0.004798332230124422,-0.11306734373453081,1.1229726379522675,0.46326527577035603,-0.3738229779643206,0.18621234724522712,0.48094847798347473,-0.4590795934200287,1.032944917678833
1868,0.0022354081299496495,-0.11358339340732967,1.1226313512568105,0.4643523972902584,-0.37520505229517853,0.1867517601346596,0.48094847798347473,-0.4590795934200287,1.032944917678833
